Frame,bottom_left_x,bottom_left_y,bottom_right_x,bottom_right_y,up_left_x,up_left_y,up_right_x,up_right_y
0,294,591,691,597,625,118,786,121
1,293,592,690,598,625,117,785,120
2,292,592,691,598,625,118,786,121
3,292,592,691,598,625,118,786,121
4,293,592,691,598,626,117,786,120
5,293,592,691,598,626,117,786,120
6,293,592,691,598,626,117,786,120
7,293,593,691,599,626,117,786,120
8,293,593,692,599,626,117,786,120
9,293,593,692,599,626,117,786,120
10,293,593,692,599,626,117,786,120
11,293,593,691,599,626,117,786,120
12,293,593,691,599,626,117,786,120
13,293,593,691,599,626,117,786,120
14,292,594,691,600,626,117,786,120
15,292,594,691,600,626,117,786,120
16,292,594,691,600,626,117,786,120
17,292,594,691,599,626,117,786,120
18,294,594,692,599,628,117,786,120
19,295,594,692,599,628,117,786,120
20,296,594,692,599,629,117,786,120
21,295,594,692,599,628,117,786,120
22,294,594,692,599,628,117,786,120
23,291,594,692,599,627,117,786,120
24,288,594,692,599,625,118,786,121
25,284,593,692,599,624,118,786,121
26,282,593,692,599,623,118,786,121
27,279,593,692,599,622,118,786,121
28,277,593,692,599,621,119,786,122
29,275,593,692,599,622,119,786,122
30,274,593,692,599,622,119,786,122
31,273,593,692,599,623,118,786,121
32,272,593,692,599,623,118,786,121
33,272,593,692,599,623,118,786,121
34,272,593,692,599,623,118,786,121
35,273,593,691,599,624,118,786,121
36,275,593,691,599,624,118,786,121
37,277,593,691,599,624,118,786,121
38,279,593,691,599,625,118,786,121
39,282,593,691,599,625,118,786,121
40,286,592,691,598,627,117,786,120
41,289,593,691,598,628,117,786,120
42,293,593,691,598,629,117,786,120
43,295,593,691,598,630,116,787,119
44,296,593,691,598,629,117,786,120
45,296,593,691,598,629,117,786,120
46,295,593,692,598,628,117,786,120
47,295,593,692,598,628,117,786,120
48,294,593,692,598,627,117,786,120
49,293,593,691,598,628,117,786,120
50,292,593,691,598,628,117,786,120
51,291,593,692,598,629,116,786,119
52,291,593,692,598,628,117,786,120
53,291,593,692,598,630,117,785,120
54,290,593,692,598,630,117,785,120
55,290,593,692,598,631,116,786,119
56,290,593,692,598,632,116,786,119
57,290,593,692,598,632,116,786,119
58,291,592,692,597,632,116,786,119
59,290,592,691,598,632,116,786,119
60,290,592,692,598,632,116,786,119
61,290,592,692,598,632,116,786,119
62,290,592,691,598,632,116,787,119
63,291,592,691,598,632,116,787,119
64,291,592,691,598,632,116,787,119
65,291,592,691,598,632,116,787,119
66,292,592,691,598,631,116,787,119
67,292,592,691,598,631,116,787,119
68,293,592,691,598,630,117,786,120
69,293,592,691,598,630,117,786,120
70,293,592,691,598,630,117,786,120
71,293,592,691,598,630,117,786,120
72,292,592,691,598,629,117,786,120
73,292,592,691,598,629,117,786,120
74,292,592,691,598,629,117,786,120
75,292,592,691,598,629,117,786,120
76,292,592,691,598,629,117,786,120
77,291,592,691,598,628,117,786,120
78,291,592,692,598,628,117,787,120
79,290,592,692,598,629,117,787,120
80,290,592,692,598,629,117,787,120
81,289,593,692,598,629,117,787,120
82,289,593,692,598,629,117,787,120
83,289,593,692,598,629,117,787,120
84,288,593,692,598,629,117,787,120
85,288,593,692,598,629,117,787,120
86,288,593,691,598,631,117,786,120
87,288,593,691,598,633,114,787,117
88,288,593,691,598,633,114,787,117
89,288,593,691,598,634,114,787,117
90,289,593,691,598,635,114,787,117
91,288,593,691,598,635,114,787,117
92,289,593,691,598,637,113,787,116
93,288,593,691,598,637,113,787,116
94,288,594,691,599,638,113,787,116
95,288,594,691,599,638,113,787,116
96,288,594,691,599,638,113,787,116
97,289,594,691,599,638,113,787,116
98,290,594,691,599,638,113,787,116
99,289,594,691,599,637,113,787,116
100,289,594,691,599,628,123,785,126
101,290,594,691,599,628,123,785,126
102,290,594,691,599,628,121,786,124
103,290,594,691,599,628,120,786,123
104,291,594,691,599,627,120,786,123
105,291,594,691,599,627,119,786,122
106,291,594,692,599,625,121,786,124
107,292,594,691,599,626,120,786,123
108,292,594,691,599,625,119,786,122
109,292,594,691,599,603,151,780,154
110,292,593,691,598,627,115,787,118
111,292,593,691,598,622,122,786,125
112,294,592,691,597,623,121,786,124
113,294,592,691,597,623,122,786,125
114,293,592,692,597,622,123,786,126
115,293,593,691,598,622,124,785,127
116,293,593,691,598,623,123,785,126
117,293,593,692,598,623,123,785,126
118,293,592,692,597,304,577,695,582
119,294,592,692,597,304,578,695,583
120,293,592,692,597,623,125,785,128
121,294,591,692,596,616,136,782,139
122,294,591,692,596,616,136,782,139
123,294,591,692,596,616,136,782,139
124,293,591,692,596,616,136,782,139
125,293,591,692,596,616,136,782,139
126,294,591,692,596,623,125,784,128
127,293,591,692,596,623,124,784,127
128,292,591,691,596,622,124,784,127
129,292,591,691,596,622,123,784,126
130,291,591,691,596,622,122,785,125
